domainname,asn_nr,nr_src,nr_asn,status
listentoyoutube.ch,,,3859.0,legitimate
homm-host.ch,,,3801.0,legitimate
fotki.ch,,,3674.0,legitimate
smartfactory.ch,,,3621.0,legitimate
crypto.ch,,,3589.0,legitimate
hep-bejune.ch,,,3588.0,legitimate
swissmom.ch,,,3529.0,legitimate
123movieshub.ch,,,3500.0,legitimate
y2mate.ch,,,3496.0,legitimate
smd.ch,,,3495.0,legitimate
dosinformatica.ch,,,11469.0,legitimate
freenet.ch,,,5667.0,legitimate
toonkor.ch,,,5085.0,legitimate
mp3-youtube.ch,,,4671.0,legitimate
afbshop.ch,,,4110.0,legitimate
blickdeal.ch,,,4067.0,legitimate
a4cdn.ch,,,3938.0,legitimate
2conv.ch,,,3926.0,legitimate
birkhauser.ch,,,3878.0,legitimate
aol.ch,,,3788.0,legitimate
ewcs.ch,,,3631.0,legitimate
vptt.ch,,,3628.0,legitimate
answergarden.ch,,,3618.0,legitimate
lenews.ch,,,3605.0,legitimate
radio24.ch,,,3584.0,legitimate
popcorn-time.ch,,,3527.0,legitimate
ins-online.ch,,,3526.0,legitimate
sia.ch,,,3506.0,legitimate
securemailbox.ch,,,3506.0,legitimate
4am.ch,,,13543.0,legitimate
0in.ch,,,8462.0,legitimate
arcag.ch,,,4263.0,legitimate
pixels-points.ch,,,4213.0,legitimate
3047.ch,,,4112.0,legitimate
azt.ch,,,4105.0,legitimate
dynamail.ch,,,4006.0,legitimate
dbd.ch,,,3886.0,legitimate
igencia-demo.ch,,,3782.0,legitimate
openboard.ch,,,3763.0,legitimate
phoenixsystems.ch,,,3545.0,legitimate
dropa.ch,,,3518.0,legitimate
mittellaendische.ch,,,3498.0,legitimate
visionunit.ch,,,3474.0,legitimate
ksw.ch,,,3467.0,legitimate
canalte.ch,,,3415.0,legitimate
ai.ch,,,3408.0,legitimate
www.ch,,,3406.0,legitimate
ttn.ch,,,3394.0,legitimate
visionsdureel.ch,,,3336.0,legitimate
mychoice.ch,,,3297.0,legitimate
sex-cams.ch,,,3288.0,legitimate
swisscaution.ch,,,3258.0,legitimate
nestle.ch,,,3257.0,legitimate
blitztransport.ch,,,3256.0,legitimate
internezzo.ch,,,3253.0,legitimate
nomades.ch,,,3232.0,legitimate
as200544.ch,,,5374.0,legitimate
davysoft.ch,,,4334.0,legitimate
schminkparadies.ch,,,4252.0,legitimate
leuchter-cloud.ch,,,4178.0,legitimate
popm.ch,,,3906.0,legitimate
vidcloud.ch,,,3859.0,legitimate
computech.ch,,,3783.0,legitimate
avdtec.ch,,,3765.0,legitimate
bns-plus.ch,,,3750.0,legitimate
liverea.ch,,,3744.0,legitimate
uptm.ch,,,3691.0,legitimate
bambus.ch,,,3689.0,legitimate
postoffice.ch,,,3675.0,legitimate
perso.ch,,,3630.0,legitimate
modpacks.ch,,,3594.0,legitimate
datimo.ch,,,3547.0,legitimate
rba.ch,,,3542.0,legitimate
ssp-online.ch,,,3536.0,legitimate
argovia.ch,,,3508.0,legitimate
illustre.ch,,,3503.0,legitimate
cicitt.ch,,,3464.0,legitimate
neva-hosting.ch,,,3439.0,legitimate
colis.ch,,,7848.0,legitimate
uwatchfree.ch,,,6541.0,legitimate
mp-link.ch,,,6312.0,legitimate
emuroms.ch,,,4961.0,legitimate
eventnet.ch,,,4881.0,legitimate
sh.ch,,,4586.0,legitimate
prosenectute.ch,,,4544.0,legitimate
gretlerintermedia.ch,,,4500.0,legitimate
adtredo.ch,,,4443.0,legitimate
magree.ch,,,4389.0,legitimate
gouv.ch,,,4370.0,legitimate
jldcs.ch,,,4362.0,legitimate
pcprofi.ch,,,4335.0,legitimate
rcinfo.ch,,,4319.0,legitimate
virtuagreen.ch,,,4168.0,legitimate
chur.ch,,,4162.0,legitimate
bkb.ch,,,4149.0,legitimate
oai.ch,,,4119.0,legitimate
binarycloud.ch,,,4107.0,legitimate
nscloud.ch,,,4093.0,legitimate
b-r.ch,,,4052.0,legitimate
phsg.ch,,,4041.0,legitimate
marktkreisel.ch,,,4033.0,legitimate
cybershield.ch,,,4012.0,legitimate
sivc.ch,,,3997.0,legitimate
ipsystems.ch,,,3982.0,legitimate
busapp.ch,,,3972.0,legitimate
ellomail.ch,,,3942.0,legitimate
katta.ch,,,3919.0,legitimate
hospvd.ch,,,3919.0,legitimate
basel-landschaft.ch,,,3918.0,legitimate
gilai.ch,,,3896.0,legitimate
wincasa.ch,,,3882.0,legitimate
boegliwatch.ch,,,3879.0,legitimate
rufcloud.ch,,,3878.0,legitimate
geistlich.ch,,,3849.0,legitimate
rzeins.ch,,,3822.0,legitimate
service7000.ch,,,3795.0,legitimate
jmcmail.ch,,,3789.0,legitimate
stgag.ch,,,3767.0,legitimate
phr.ch,,,3740.0,legitimate
schluesselinfo.ch,,,3715.0,legitimate
dhl.ch,,,3701.0,legitimate
nets.ch,,,3692.0,legitimate
varisystems.ch,,,3663.0,legitimate
littlebit.ch,,,3654.0,legitimate
szkb.ch,,,3642.0,legitimate
holdigaz-it.ch,,,3629.0,legitimate
cavigelli.ch,,,9918.0,legitimate
revamp-it.ch,,,7766.0,legitimate
hvpte.ch,,,7659.0,legitimate
goldschopf.ch,,,6427.0,legitimate
sacnotificacoes.ch,,,5843.0,legitimate
swissptt.ch,,,5233.0,legitimate
clubdesk.ch,,,4974.0,legitimate
ousen.ch,,,4821.0,legitimate
evolucloud.ch,,,4570.0,legitimate
span.ch,,,4540.0,legitimate
lcsys.ch,,,4530.0,legitimate
krk03.ch,,,4461.0,legitimate
sfl.ch,,,4453.0,legitimate
berm.ch,,,4433.0,legitimate
schweiz-angebot.ch,,,4391.0,legitimate
aladin23.ch,,,4318.0,legitimate
hosting4you.ch,,,4286.0,legitimate
ossystems.ch,,,4197.0,legitimate
globalipaction.ch,,,4197.0,legitimate
airmail.ch,,,4161.0,legitimate
xmelm.ch,,,4152.0,legitimate
cfu.ch,,,4101.0,legitimate
mbur.ch,,,4098.0,legitimate
catatec.ch,,,4078.0,legitimate
purecloud.ch,,,4074.0,legitimate
dlnet.ch,,,4064.0,legitimate
aimtools.ch,,,4044.0,legitimate
consecom.ch,,,4039.0,legitimate
chng.ch,,,4014.0,legitimate
edelmanns.ch,,,3984.0,legitimate
fer-ge.ch,,,3984.0,legitimate
arpage.ch,,,3977.0,legitimate
ten.ch,,,3947.0,legitimate
egeli.ch,,,3929.0,legitimate
marktideen.ch,,,3915.0,legitimate
smis.ch,,,3914.0,legitimate
thefork.ch,,,8237.0,legitimate
dpd.ch,,,5132.0,legitimate
illotros.ch,,,4576.0,legitimate
pubx.ch,,,4289.0,legitimate
skandia.ch,,,4057.0,legitimate
onlinesear.ch,,,4015.0,legitimate
mitula.ch,,,3925.0,legitimate
ktso.ch,,,3706.0,legitimate
westwingnow.ch,,,3688.0,legitimate
silvercloud.ch,,,3675.0,legitimate
allware.ch,,,3549.0,legitimate
publictracker.ch,,,6196.0,legitimate
katmoviehd.ch,,,5610.0,legitimate
pgmail.ch,,,5133.0,legitimate
keynet-cloud.ch,,,5011.0,legitimate
eudns.ch,,,4464.0,legitimate
castors.ch,,,4458.0,legitimate
headhunterr.ch,,,4224.0,legitimate
openloadmovies.ch,,,4018.0,legitimate
sumosear.ch,,,4000.0,legitimate
universal-job.ch,,,3977.0,legitimate
sabag.ch,,,3845.0,legitimate
it-work.ch,,,3793.0,legitimate
setorcorporativo.ch,,,3727.0,legitimate
hftm.ch,,,6935.0,legitimate
apexis.ch,,,5262.0,legitimate
midgarslums.ch,,,5068.0,legitimate
siegfried.ch,,,4684.0,legitimate
ksltest.ch,,,4280.0,legitimate
alma.ch,,,4046.0,legitimate
sanatorium-kilchberg.ch,,,3924.0,legitimate
provisu.ch,,,3899.0,legitimate
concordia.ch,,,3862.0,legitimate
verdeil.ch,,,3791.0,legitimate
ari-ag.ch,,,3779.0,legitimate
ecomedia.ch,,,3750.0,legitimate
aspkom.ch,,,3738.0,legitimate
wide.ch,,,3732.0,legitimate
ow.ch,,,3717.0,legitimate
pmodwrc.ch,,,3687.0,legitimate
bkw-fmb.ch,,,5875.0,legitimate
revi.ch,,,4883.0,legitimate
admin4u.ch,,,4619.0,legitimate
ixion.ch,,,4617.0,legitimate
my105.ch,,,4398.0,legitimate
hokisonter.ch,,,4246.0,legitimate
private-sear.ch,,,3980.0,legitimate
xindesom.ch,,,3749.0,legitimate
brel.ch,,,3553.0,legitimate
intersim.ch,,,3535.0,legitimate
techniqueauto.ch,,,3529.0,legitimate
floraline.ch,,,3509.0,legitimate
jassfederal.ch,,,3487.0,legitimate
icloud.ch,,,10078.0,legitimate
softxs.ch,,,8318.0,legitimate
intercom-web.ch,,,5364.0,legitimate
pkz.ch,,,4371.0,legitimate
bistemaner.ch,,,4113.0,legitimate
alphacom.ch,,,4034.0,legitimate
netsec.ch,,,3962.0,legitimate
emailn.ch,,,3931.0,legitimate
laveba.ch,,,3918.0,legitimate
netcloud.ch,,,3862.0,legitimate
bestrobin.ch,,,3831.0,legitimate
nakoma.ch,,,3819.0,legitimate
mywebhost.ch,,,3809.0,legitimate
netbit.ch,,,3803.0,legitimate
123web.ch,,,3802.0,legitimate
trintec.ch,,,3783.0,legitimate
as2.ch,,,3771.0,legitimate
ictpark.ch,,,3770.0,legitimate
telecomservices.ch,,,3770.0,legitimate
streamhosting.ch,,,3761.0,legitimate
symple.ch,,,3758.0,legitimate
swissmedic.ch,,,3755.0,legitimate
secureit.ch,,,5265.0,legitimate
offersear.ch,,,4340.0,legitimate
qosit.ch,,,4305.0,legitimate
0gomovies.ch,,,4197.0,legitimate
renault.ch,,,4114.0,legitimate
ferotrade.ch,,,3930.0,legitimate
4itcloud.ch,,,3922.0,legitimate
icasa.ch,,,3922.0,legitimate
ekz.ch,,,3889.0,legitimate
adequa.ch,,,3843.0,legitimate
chilipster.ch,,,3811.0,legitimate
loky.ch,,,3690.0,legitimate
cmg.ch,,,3683.0,legitimate
eyracloud.ch,,,3664.0,legitimate
1lib.ch,,,12922.0,legitimate
ossig.ch,,,10754.0,legitimate
p6k.ch,,,5570.0,legitimate
wir.ch,,,4806.0,legitimate
radio.ch,,,4793.0,legitimate
meteoetradar.ch,,,4788.0,legitimate
ciad.ch,,,4644.0,legitimate
tifanyse.ch,,,4597.0,legitimate
ti8m.ch,,,4566.0,legitimate
zaipostall.ch,,,4444.0,legitimate
masintok.ch,,,4265.0,legitimate
swissmusicawards.ch,,,4245.0,legitimate
scit.ch,,,4128.0,legitimate
netconnect.ch,,,4104.0,legitimate
intro.ch,,,4059.0,legitimate
tup.ch,,,4047.0,legitimate
jingyu.ch,,,4010.0,legitimate
eduvs.ch,,,4006.0,legitimate
bossinfo.ch,,,3996.0,legitimate
draxinusom.ch,,,3920.0,legitimate
swiss-gov.ch,,,3908.0,legitimate
autopartsbr.ch,,,3891.0,legitimate
tionserde.ch,,,3798.0,legitimate
fhv.ch,,,3757.0,legitimate
home4u.ch,,,3723.0,legitimate
omega.ch,,,3719.0,legitimate
maxifahokl.ch,,,3713.0,legitimate
reporton.ch,,,3706.0,legitimate
orior.ch,,,3689.0,legitimate
netfusion.ch,,,3683.0,legitimate
hosting.ch,,,10727.0,legitimate
oly.ch,,,7671.0,legitimate
svh-api.ch,,,6023.0,legitimate
gateio.ch,,,5435.0,legitimate
wegelin.ch,,,5020.0,legitimate
interxs.ch,,,5009.0,legitimate
aprendaingles.ch,,,4956.0,legitimate
emsservices.ch,,,4520.0,legitimate
con2u.ch,,,4491.0,legitimate
6raum.ch,,,4376.0,legitimate
kisslabs.ch,,,4373.0,legitimate
cobolt.ch,,,4358.0,legitimate
itcnetcloud.ch,,,4337.0,legitimate
fairgatemail.ch,,,4273.0,legitimate
logicare.ch,,,4235.0,legitimate
compraevenda.ch,,,4231.0,legitimate
azuris.ch,,,4228.0,legitimate
m-travel.ch,,,4149.0,legitimate
ipworldcom.ch,,,4062.0,legitimate
chilimail.ch,,,4056.0,legitimate
avalisnt.ch,,,4047.0,legitimate
ezwww.ch,,,4039.0,legitimate
braincube.ch,,,4019.0,legitimate
ehb-schweiz.ch,,,4005.0,legitimate
muensingen.ch,,,4001.0,legitimate
gict.ch,,,3996.0,legitimate
gva-centres.ch,,,3988.0,legitimate
baffle.ch,,,3974.0,legitimate
bitonserle.ch,,,3973.0,legitimate
schenk-wine.ch,,,3961.0,legitimate
edubs.ch,,,3955.0,legitimate
emotes.ch,,,18043.0,legitimate
farmy.ch,,,11150.0,legitimate
dramacool.ch,,,8201.0,legitimate
binancezh.ch,,,6669.0,legitimate
fbisa.ch,,,5506.0,legitimate
googplace.ch,,,5080.0,legitimate
nextgen.ch,,,4993.0,legitimate
emmewebhosting.ch,,,4950.0,legitimate
dnservice.ch,,,4789.0,legitimate
cls.ch,,,4748.0,legitimate
pmci.ch,,,4704.0,legitimate
ksgr.ch,,,4701.0,legitimate
cku.ch,,,4689.0,legitimate
xtra-hosting.ch,,,4677.0,legitimate
matrixx.ch,,,4656.0,legitimate
speed-host.ch,,,4622.0,legitimate
wiriehorn.ch,,,4535.0,legitimate
rbns.ch,,,4435.0,legitimate
allega.ch,,,4322.0,legitimate
ci-bedag.ch,,,4286.0,legitimate
hep-verlag.ch,,,4286.0,legitimate
website-creator.ch,,,4267.0,legitimate
sudo.ch,,,4265.0,legitimate
lakenet.ch,,,4256.0,legitimate
andreaslang.ch,,,4241.0,legitimate
iukb.ch,,,4197.0,legitimate
kiener-wittlin.ch,,,4182.0,legitimate
oneplusone.ch,,,4180.0,legitimate
gross-garage.ch,,,4156.0,legitimate
zgdevelopment.ch,,,4053.0,legitimate
kmu-dns.ch,,,4035.0,legitimate
auto-schiess.ch,,,4016.0,legitimate
ploetzli.ch,,,3998.0,legitimate
gilomail.ch,,,3972.0,legitimate
omnitron.ch,,,3969.0,legitimate
ticinowebonline.ch,,,3958.0,legitimate
die-letzte-ruhe.ch,,,3954.0,legitimate
ptrnca.ch,,,3948.0,legitimate
einsiedeln.ch,,,3940.0,legitimate
getaz-romand.ch,,,3932.0,legitimate
esswerkstatt.ch,,,3921.0,legitimate
swase.ch,,,3908.0,legitimate
zse.ch,,,3907.0,legitimate
int.ch,,,3903.0,legitimate
gha.ch,,,3894.0,legitimate
sogi.ch,,,3889.0,legitimate
bielstar.ch,,,3870.0,legitimate
trachslau.ch,,,3863.0,legitimate
mediaformers.ch,,,3860.0,legitimate
railtour-frantour.ch,,,3858.0,legitimate
jep.ch,,,3854.0,legitimate
pre.ch,,,3840.0,legitimate
hotel-bellwald.ch,,,3839.0,legitimate
buecheler.ch,,,3808.0,legitimate
kynocom.ch,,,3801.0,legitimate
gastronews.ch,,,3797.0,legitimate
epb-williner.ch,,,3797.0,legitimate
ingsenn.ch,,,3797.0,legitimate
itis.ch,,,3785.0,legitimate
mxc.ch,,,3783.0,legitimate
elektro-material.ch,,,3775.0,legitimate
meik.ch,,,3763.0,legitimate
lpv-baden.ch,,,3760.0,legitimate
suissebalance.ch,,,3758.0,legitimate
uncutnews.ch,,,3758.0,legitimate
effectives.ch,,,7089.0,legitimate
svh-cloud.ch,,,5635.0,legitimate
rossen-shop.ch,,,4191.0,legitimate
123moviesgo.ch,,,3871.0,legitimate
vital-kraeuter.ch,,,3306.0,legitimate
static-chmedia.ch,,,3021.0,legitimate
sportscheck.ch,,,2886.0,legitimate
unkn0wn.ch,,,2652.0,legitimate
tillo.ch,,,2643.0,legitimate
profity.ch,,,2596.0,legitimate
labns.ch,,,2582.0,legitimate
noser-solutions.ch,,,2580.0,legitimate
acheter-louer.ch,,,2575.0,legitimate
medidata.ch,,,2521.0,legitimate
cialisgenerika.ch,,,2501.0,legitimate
alain-rapin.ch,,,2487.0,legitimate
alertswiss-app.ch,,,2455.0,legitimate
doppelspur.ch,,,2452.0,legitimate
irtech.ch,,,2441.0,legitimate
subtorrents.ch,,,2440.0,legitimate
ewh.ch,,,2365.0,legitimate
dvdfab.ch,,,2331.0,legitimate
ello.ch,,,2318.0,legitimate
pornleech.ch,,,2316.0,legitimate
myaspectra.ch,,,2304.0,legitimate
revmed.ch,,,2304.0,legitimate
zephir.ch,,,2264.0,legitimate
pneus-online-suisse.ch,,,2249.0,legitimate
amavita.ch,,,2237.0,legitimate
divxtotal.ch,,,2229.0,legitimate
audioswit.ch,,,2225.0,legitimate
quicksear.ch,,,2224.0,legitimate
nslab.ch,,,2219.0,legitimate
hli.ch,,,2214.0,legitimate
tombowdit.ch,,,6021.0,legitimate
lampenwelt.ch,,,5512.0,legitimate
dcaf.ch,,,5355.0,legitimate
bemain.ch,,,5337.0,legitimate
toutpetitrien.ch,,,5148.0,legitimate
bizay.ch,,,4271.0,legitimate
animewat.ch,,,4234.0,legitimate
elaion.ch,,,3939.0,legitimate
jmpts.ch,,,3809.0,legitimate
sulsershop.ch,,,3768.0,legitimate
dutt.ch,,,3633.0,legitimate
brother.ch,,,3509.0,legitimate
medical-budget.ch,,,3474.0,legitimate
bag-coronavirus.ch,,,3466.0,legitimate
letmeknow.ch,,,3358.0,legitimate
sweetupyourlife.ch,,,3357.0,legitimate
schweikert.ch,,,3333.0,legitimate
soliver.ch,,,3330.0,legitimate
tinext.ch,,,3301.0,legitimate
business-monitor.ch,,,3290.0,legitimate
redcod.ch,,,3279.0,legitimate
iamcreative.ch,,,3237.0,legitimate
bauhaus.ch,,,3200.0,legitimate
unblockit.ch,,,3195.0,legitimate
stuiq.ch,,,3184.0,legitimate
hosty.ch,,,3180.0,legitimate
cybnet.ch,,,3178.0,legitimate
zefix.ch,,,3177.0,legitimate
eriell.ch,,,3173.0,legitimate
deschdanja.ch,,,3136.0,legitimate
sexwat.ch,,,3128.0,legitimate
stilpalast.ch,,,3115.0,legitimate
chdecole.ch,,,3101.0,legitimate
meteotest.ch,,,3094.0,legitimate
weka.ch,,,3071.0,legitimate
perspectives.ch,,,3066.0,legitimate
shiftcrypto.ch,,,3048.0,legitimate
storiesdb.ch,,,3040.0,legitimate
mfgroup.ch,,,3038.0,legitimate
reifen-pneus-online.ch,,,3035.0,legitimate
heypretty.ch,,,3024.0,legitimate
blueiwn.ch,,,2998.0,legitimate
unmutedte.ch,,,7429.0,legitimate
snipes.ch,,,4258.0,legitimate
govcert.ch,,,4185.0,legitimate
dramacooli.ch,,,4018.0,legitimate
novidarte.ch,,,3446.0,legitimate
prosecure.ch,,,3410.0,legitimate
etools.ch,,,3359.0,legitimate
stoecklimedical.ch,,,3029.0,legitimate
competecapis.ch,,,2943.0,legitimate
sitse.ch,,,2905.0,legitimate
pneumatici-pneus-online.ch,,,2904.0,legitimate
vieleliebe.ch,,,2881.0,legitimate
akomodix.ch,,,2873.0,legitimate
impo.ch,,,2838.0,legitimate
kinali.ch,,,2820.0,legitimate
impf-check.ch,,,2768.0,legitimate
avf.ch,,,2759.0,legitimate
ksys.ch,,,2743.0,legitimate
redcloud.ch,,,2719.0,legitimate
eschuhe.ch,,,2718.0,legitimate
paraplegie.ch,,,2690.0,legitimate
vacme.ch,,,2679.0,legitimate
zurrose-shop.ch,,,2676.0,legitimate
itds-net.ch,,,2669.0,legitimate
mexc.ch,,,6038.0,legitimate
eurobuch.ch,,,4890.0,legitimate
getprospect.ch,,,3962.0,legitimate
kitabaselland.ch,,,3954.0,legitimate
rfcb.ch,,,3747.0,legitimate
talents4you.ch,,,3722.0,legitimate
sihlseelauf.ch,,,3570.0,legitimate
aristos.ch,,,3546.0,legitimate
trifence.ch,,,3465.0,legitimate
himsa.ch,,,3416.0,legitimate
gastropraxis-sursee.ch,,,3344.0,legitimate
shop-pool.ch,,,3342.0,legitimate
falstaff.ch,,,3270.0,legitimate
stoeckli.ch,,,3245.0,legitimate
seilbahn-intschi-arnisee.ch,,,3237.0,legitimate
lfrick.ch,,,3226.0,legitimate
coutureschmid.ch,,,3191.0,legitimate
baerenkiental.ch,,,3174.0,legitimate
seehorn.ch,,,3125.0,legitimate
wwz.ch,,,3119.0,legitimate
xn--auto-einfhren-4ob.ch,,,3113.0,legitimate
benken2024.ch,,,3094.0,legitimate
b4gl.ch,,,3088.0,legitimate
dogan.ch,,,3076.0,legitimate
curaprox.ch,,,3042.0,legitimate
ssdhosting.ch,,,2985.0,legitimate
supertext.ch,,,2980.0,legitimate
mixdrop.ch,,,6835.0,legitimate
vena-beratung.ch,,,3833.0,legitimate
luks.ch,,,3682.0,legitimate
hintag.ch,,,3546.0,legitimate
aivie.ch,,,3527.0,legitimate
mappulslabs.ch,,,3439.0,legitimate
kssg.ch,,,3343.0,legitimate
ticinoposta.ch,,,3185.0,legitimate
swlegal.ch,,,3179.0,legitimate
bcge.ch,,,3076.0,legitimate
securesear.ch,,,5395.0,legitimate
gb-next.ch,,,4972.0,legitimate
swizzonic-mail.ch,,,4621.0,legitimate
discounting.ch,,,4154.0,legitimate
myumi.ch,,,4002.0,legitimate
jolionets.ch,,,3846.0,legitimate
popsike.ch,,,3746.0,legitimate
masslows.ch,,,3683.0,legitimate
monetas.ch,,,3590.0,legitimate
motorsports.ch,,,3488.0,legitimate
arcantel.ch,,,3401.0,legitimate
ecal.ch,,,3356.0,legitimate
micasa.ch,,,3289.0,legitimate
inetworx.ch,,,3245.0,legitimate
execure.ch,,,3200.0,legitimate
obi.ch,,,3189.0,legitimate
kath.ch,,,3177.0,legitimate
xoc.ch,,,10680.0,legitimate
miles-and-more-cards.ch,,,3915.0,legitimate
tiorienteering.ch,,,3592.0,legitimate
gumpiburg24.ch,,,3531.0,legitimate
scouts-geneve.ch,,,3320.0,legitimate
doitgarden.ch,,,3304.0,legitimate
posterpage.ch,,,3206.0,legitimate
nachhaltigleben.ch,,,3179.0,legitimate
italix.ch,,,3136.0,legitimate
wsear.ch,,,3115.0,legitimate
planzer.ch,,,3061.0,legitimate
pwxs.ch,,,2970.0,legitimate
properstar.ch,,,2956.0,legitimate
fondationbeyeler.ch,,,2954.0,legitimate
helvetas.ch,,,2949.0,legitimate
netcine.ch,,,4858.0,legitimate
ubersear.ch,,,3854.0,legitimate
carglass.ch,,,3661.0,legitimate
wuthrich.ch,,,3426.0,legitimate
trustedsear.ch,,,3347.0,legitimate
ahag.ch,,,3177.0,legitimate
careerjet.ch,,,3159.0,legitimate
trenddeko.ch,,,3051.0,legitimate
landbote.ch,,,2980.0,legitimate
e-mail-newsletter.ch,,,2964.0,legitimate
vtspace.ch,,,2899.0,legitimate
africa-integration.ch,,,2897.0,legitimate
emmi-survey.ch,,,2858.0,legitimate
swiss-paracord.ch,,,2853.0,legitimate
e-guma.ch,,,2845.0,legitimate
ikea.ch,,,2841.0,legitimate
soldesduck.ch,,,4873.0,legitimate
toner-partner.ch,,,4220.0,legitimate
zehnder.ch,,,3832.0,legitimate
blueplus.ch,,,3807.0,legitimate
kmudemo.ch,,,3696.0,legitimate
netzwoche.ch,,,3496.0,legitimate
crediweb.ch,,,3482.0,legitimate
oberdiessbach.ch,,,3284.0,legitimate
pwcglobal.ch,,,3104.0,legitimate
adecco.ch,,,3100.0,legitimate
frankel.ch,,,3079.0,legitimate
netzwolke.ch,,,3018.0,legitimate
ictjournal.ch,,,2997.0,legitimate
serrurier-24.ch,,,2960.0,legitimate
mobi-net.ch,,,2915.0,legitimate
hb9trx.ch,,,2888.0,legitimate
dsl-schweiz.ch,,,6951.0,legitimate
learningapps.ch,,,6705.0,legitimate
filedit.ch,,,3841.0,legitimate
sspta.ch,,,3359.0,legitimate
reek.ch,,,3330.0,legitimate
gbnews.ch,,,3224.0,legitimate
akb.ch,,,3205.0,legitimate
blue-football.ch,,,3108.0,legitimate
carpixx.ch,,,3057.0,legitimate
coreroute.ch,,,2981.0,legitimate
gruppocdt.ch,,,2964.0,legitimate
pathe.ch,,,2928.0,legitimate
familienleben.ch,,,2915.0,legitimate
imvnet.ch,,,2913.0,legitimate
cardinal.ch,,,4370.0,legitimate
myhon.ch,,,4160.0,legitimate
neos-hosting.ch,,,4084.0,legitimate
eyza.ch,,,3981.0,legitimate
fogdns.ch,,,3569.0,legitimate
prsv.ch,,,3557.0,legitimate
pixelhosting.ch,,,3468.0,legitimate
swiss-pass.ch,,,3193.0,legitimate
innofind.ch,,,3166.0,legitimate
eminiarts.ch,,,3056.0,legitimate
dnsaas.ch,,,3047.0,legitimate
alohi.ch,,,3035.0,legitimate
el-hidaje.ch,,,2914.0,legitimate
hackmi.ch,,,2901.0,legitimate
yogaschule-lichtblick.ch,,,4553.0,legitimate
rachatdor.ch,,,4131.0,legitimate
afileditch.ch,,,3796.0,legitimate
easycosmetic.ch,,,3754.0,legitimate
schneider-pc.ch,,,3749.0,legitimate
publiceye.ch,,,3684.0,legitimate
garage-schlaepfer.ch,,,3659.0,legitimate
fileditch.ch,,,3454.0,legitimate
techmania.ch,,,3375.0,legitimate
almat.ch,,,3349.0,legitimate
mycontent.ch,,,3277.0,legitimate
muri-be.ch,,,3211.0,legitimate
contoweb.ch,,,3065.0,legitimate
wallcloud.ch,,,3045.0,legitimate
khost.ch,,,3010.0,legitimate
lukb.ch,,,2996.0,legitimate
gcsp.ch,,,2973.0,legitimate
gowatchseries.ch,,,6146.0,legitimate
bulletproxy.ch,,,4412.0,legitimate
cuevana3.ch,,,3645.0,legitimate
incestflix.ch,,,3598.0,legitimate
dyson.ch,,,3445.0,legitimate
radiome.ch,,,3313.0,legitimate
grosserrat-bs.ch,,,3290.0,legitimate
toesstal-vertrieb.ch,,,3288.0,legitimate
icdn.ch,,,3074.0,legitimate
nameway.ch,,,3064.0,legitimate
bly.ch,,,3010.0,legitimate
3cx.ch,,,3004.0,legitimate
smsbox.ch,,,2987.0,legitimate
polarjournal.ch,,,2960.0,legitimate
azureart.ch,,,2944.0,legitimate
bohny-automobile.ch,,,2930.0,legitimate
thefileditch.ch,,,2925.0,legitimate
onflow.ch,,,2905.0,legitimate
login-server.ch,,,3681.0,legitimate
thunertagblatt.ch,,,3486.0,legitimate
helix-it.ch,,,3461.0,legitimate
livejasmin-sexchat.ch,,,3434.0,legitimate
tickl.ch,,,3422.0,legitimate
fashionbird.ch,,,3354.0,legitimate
palo24.ch,,,3345.0,legitimate
kinepolis.ch,,,3229.0,legitimate
buschor-schreinerei.ch,,,3227.0,legitimate
autosense.ch,,,3212.0,legitimate
bbva.ch,,,3185.0,legitimate
campus.ch,,,3179.0,legitimate
hbl.ch,,,3179.0,legitimate
rfj.ch,,,3140.0,legitimate
gib-solutions.ch,,,3111.0,legitimate
rosey.ch,,,3066.0,legitimate
tradesystem.ch,,,3058.0,legitimate
egger-loser.ch,,,4493.0,legitimate
swissadserver.ch,,,3981.0,legitimate
cies.ch,,,3981.0,legitimate
cuevana.ch,,,3766.0,legitimate
medienwoche.ch,,,3661.0,legitimate
cler.ch,,,3595.0,legitimate
ilo.ch,,,3514.0,legitimate
servitus.ch,,,3315.0,legitimate
princess.ch,,,3288.0,legitimate
gulp.ch,,,3270.0,legitimate
finpension.ch,,,3159.0,legitimate
empira.ch,,,3158.0,legitimate
immoverkauf24.ch,,,3098.0,legitimate
protectedsear.ch,,,3094.0,legitimate
loisirs.ch,,,3078.0,legitimate
pc-ostschweiz.ch,,,3067.0,legitimate
costa-coffee.ch,,,3058.0,legitimate
circularhub.ch,,,6982.0,legitimate
rojadirectatv.ch,,,4256.0,legitimate
cailler.ch,,,4037.0,legitimate
edvl.ch,,,3895.0,legitimate
iwebsear.ch,,,3838.0,legitimate
switzerlandtimes.ch,,,3785.0,legitimate
sbcdc.ch,,,3635.0,legitimate
moleson.ch,,,3612.0,legitimate
gruyereshotels.ch,,,3606.0,legitimate
neaweb.ch,,,3520.0,legitimate
lamaisondugruyere.ch,,,3465.0,legitimate
sbctv.ch,,,3377.0,legitimate
daura.ch,,,3353.0,legitimate
euricann.ch,,,3244.0,legitimate
infosnow.ch,,,3229.0,legitimate
