domainname,asn_nr,nr_src,nr_asn,status
comlaude.ch,33064.0,,,legitimate
infomaniak.ch,30685.0,,,legitimate
google.ch,26608.0,,,legitimate
cern.ch,26539.0,,,legitimate
hostpoint.ch,26481.0,,,legitimate
noris.ch,26046.0,,,legitimate
in-addr.ch,25918.0,,,legitimate
switch.ch,25811.0,,,legitimate
scs-ns.ch,25446.0,,,legitimate
glipac.ch,25217.0,,,legitimate
nic.ch,24970.0,,,legitimate
name-servers.ch,24949.0,,,legitimate
bluewin.ch,24909.0,,,legitimate
admin.ch,24480.0,,,legitimate
sunrise.ch,24358.0,,,legitimate
exoscale.ch,24189.0,,,legitimate
protonmail.ch,23176.0,,,legitimate
migros.ch,22762.0,,,legitimate
cyon.ch,21492.0,,,legitimate
post.ch,21082.0,,,legitimate
nine.ch,20881.0,,,legitimate
hoststar.ch,20666.0,,,legitimate
ethz.ch,20058.0,,,legitimate
itu.ch,20006.0,,,legitimate
srgssr.ch,19665.0,,,legitimate
tophost.ch,19283.0,,,legitimate
metanet.ch,19223.0,,,legitimate
swisscom.ch,19180.0,,,legitimate
sbb.ch,19096.0,,,legitimate
kreativmedia.ch,19080.0,,,legitimate
epfl.ch,18881.0,,,legitimate
swizzonic.ch,18771.0,,,legitimate
uzh.ch,18442.0,,,legitimate
vtx.ch,18361.0,,,legitimate
coop.ch,18337.0,,,legitimate
nzz.ch,18121.0,,,legitimate
gmx.ch,17819.0,,,legitimate
abuse.ch,17686.0,,,legitimate
geberit.ch,17658.0,,,legitimate
dimago.ch,17557.0,,,legitimate
hosttech.ch,17482.0,,,legitimate
bluenet.ch,17470.0,,,legitimate
rhone.ch,17204.0,,,legitimate
porsche.ch,16681.0,,,legitimate
ti.ch,16604.0,,,legitimate
unibe.ch,16519.0,,,legitimate
aletscharena.ch,16457.0,,,legitimate
ti-edu.ch,16353.0,,,legitimate
hostfactory.ch,16333.0,,,legitimate
arenabg.ch,16287.0,,,legitimate
webland.ch,16000.0,,,legitimate
swisssign.ch,15894.0,,,legitimate
hispeed.ch,15584.0,,,legitimate
unibas.ch,15458.0,,,legitimate
unige.ch,15335.0,,,legitimate
trendhosting-net.ch,15334.0,,,legitimate
srf.ch,15298.0,,,legitimate
astro.ch,15293.0,,,legitimate
swissinfo.ch,15199.0,,,legitimate
posteo-dns.ch,15012.0,,,legitimate
20min.ch,15001.0,,,legitimate
inwx.ch,14908.0,,,legitimate
namemaster.ch,14905.0,,,legitimate
unog.ch,14809.0,,,legitimate
unifr.ch,14763.0,,,legitimate
netzone.ch,14533.0,,,legitimate
netplus.ch,14530.0,,,legitimate
mironet.ch,14465.0,,,legitimate
cyberlink.ch,14393.0,,,legitimate
unil.ch,14315.0,,,legitimate
fhnw.ch,14260.0,,,legitimate
ewdns.ch,14191.0,,,legitimate
agrinet.ch,14023.0,,,legitimate
interway.ch,13939.0,,,legitimate
eagledynamics.ch,13798.0,,,legitimate
zer0day.ch,13787.0,,,legitimate
namesrv.ch,13738.0,,,legitimate
opsdns.ch,13617.0,,,legitimate
domains.ch,13608.0,,,legitimate
psi.ch,13566.0,,,legitimate
hitparade.ch,13532.0,,,legitimate
exigo.ch,13451.0,,,legitimate
search.ch,13436.0,,,legitimate
iec.ch,13351.0,,,legitimate
hung.ch,13119.0,,,legitimate
swissns.ch,13040.0,,,legitimate
pinterest.ch,12956.0,,,legitimate
solnet.ch,12943.0,,,legitimate
threema.ch,12887.0,,,legitimate
adslplus.ch,12876.0,,,legitimate
rsi.ch,12852.0,,,legitimate
usi.ch,12840.0,,,legitimate
tripadvisor.ch,12795.0,,,legitimate
solarcom.ch,12724.0,,,legitimate
blick.ch,12718.0,,,legitimate
moneyhouse.ch,12560.0,,,legitimate
vivanet.ch,12457.0,,,legitimate
digitec.ch,12381.0,,,legitimate
netcetera-payment.ch,12355.0,,,legitimate
zhaw.ch,12348.0,,,legitimate
unisg.ch,12265.0,,,legitimate
ost.ch,12217.0,,,legitimate
decathlon.ch,12170.0,,,legitimate
airbnb.ch,12152.0,,,legitimate
cede.ch,12052.0,,,legitimate
dfinet.ch,12000.0,,,legitimate
infosperber.ch,11990.0,,,legitimate
galaxus.ch,11892.0,,,legitimate
ellb.ch,11827.0,,,legitimate
unine.ch,11773.0,,,legitimate
chateau-gruyeres.ch,11769.0,,,legitimate
goeast.ch,11743.0,,,legitimate
immoscout24.ch,11718.0,,,legitimate
wsl.ch,11694.0,,,legitimate
webstyle.ch,11682.0,,,legitimate
rackone.ch,11673.0,,,legitimate
qlns.ch,11614.0,,,legitimate
iway.ch,11580.0,,,legitimate
1ahostingpro.ch,11538.0,,,legitimate
vd.ch,11506.0,,,legitimate
brnw.ch,11483.0,,,legitimate
local.ch,11471.0,,,legitimate
ymc.ch,11462.0,,,legitimate
ta6.ch,11454.0,,,legitimate
homegate.ch,11327.0,,,legitimate
nts.ch,11323.0,,,legitimate
imp.ch,11237.0,,,legitimate
cscs.ch,11232.0,,,legitimate
jobs.ch,11167.0,,,legitimate
feiertagskalender.ch,11132.0,,,legitimate
as1836.ch,11105.0,,,legitimate
demonoid.ch,11080.0,,,legitimate
mtfcloud.ch,11056.0,,,legitimate
square7.ch,11045.0,,,legitimate
projuventute.ch,10983.0,,,legitimate
fbwat.ch,10939.0,,,legitimate
adtracker.ch,10936.0,,,legitimate
zalando.ch,10895.0,,,legitimate
publicompserver.ch,10882.0,,,legitimate
seantis.ch,10875.0,,,legitimate
xvo.ch,10849.0,,,legitimate
airbnb4you.ch,10847.0,,,legitimate
transfermarkt.ch,10834.0,,,legitimate
usz.ch,10824.0,,,legitimate
skyscanner.ch,10785.0,,,legitimate
oetiker.ch,10738.0,,,legitimate
exlibris.ch,10731.0,,,legitimate
amenic.ch,10730.0,,,legitimate
ricardo.ch,10711.0,,,legitimate
tagesanzeiger.ch,10703.0,,,legitimate
ubique.ch,10691.0,,,legitimate
letemps.ch,10609.0,,,legitimate
unepchemicals.ch,10605.0,,,legitimate
ebay.ch,10583.0,,,legitimate
nextron.ch,10582.0,,,legitimate
lu.ch,10570.0,,,legitimate
ocrcl.ch,10498.0,,,legitimate
swissonline.ch,10482.0,,,legitimate
avectris.ch,10473.0,,,legitimate
wservices.ch,10472.0,,,legitimate
help.ch,10471.0,,,legitimate
ricardostatic.ch,10471.0,,,legitimate
manor.ch,10427.0,,,legitimate
typo3server.ch,10379.0,,,legitimate
ge.ch,10344.0,,,legitimate
rts.ch,10331.0,,,legitimate
fourmilab.ch,10290.0,,,legitimate
empa.ch,10275.0,,,legitimate
datahub-srgssr.ch,10241.0,,,legitimate
concertoshop.ch,10239.0,,,legitimate
gmmdns.ch,10190.0,,,legitimate
datazug.ch,10185.0,,,legitimate
imusic.ch,10173.0,,,legitimate
bfh.ch,10130.0,,,legitimate
adsugar.ch,10128.0,,,legitimate
hslu.ch,10116.0,,,legitimate
stadt-zuerich.ch,10108.0,,,legitimate
rero.ch,10058.0,,,legitimate
swisslink.ch,10048.0,,,legitimate
ebu.ch,9989.0,,,legitimate
watson.ch,9956.0,,,legitimate
watchys.ch,9913.0,,,legitimate
onedoc.ch,9889.0,,,legitimate
ville-ge.ch,9870.0,,,legitimate
eawag.ch,9848.0,,,legitimate
softronics.ch,9818.0,,,legitimate
spartoo.ch,9809.0,,,legitimate
proseller.ch,9773.0,,,legitimate
ghisler.ch,9759.0,,,legitimate
alpinedc.ch,9739.0,,,legitimate
dropnet.ch,9708.0,,,legitimate
da-services.ch,9704.0,,,legitimate
autoscout24.ch,9678.0,,,legitimate
cleanmail.ch,9636.0,,,legitimate
ronda.ch,9622.0,,,legitimate
ayra.ch,9620.0,,,legitimate
toppreise.ch,9573.0,,,legitimate
nmbe.ch,9558.0,,,legitimate
myspreadshop.ch,9547.0,,,legitimate
oriented.ch,9513.0,,,legitimate
aboutyou.ch,9497.0,,,legitimate
ipcc.ch,9495.0,,,legitimate
supercard.ch,9494.0,,,legitimate
swissirc.ch,9479.0,,,legitimate
swisspass.ch,9475.0,,,legitimate
servertown.ch,9457.0,,,legitimate
honcode.ch,9416.0,,,legitimate
intername.ch,9372.0,,,legitimate
raiffeisen.ch,9371.0,,,legitimate
hirslanden.ch,9360.0,,,legitimate
lucerna-chem.ch,9346.0,,,legitimate
escapenet.ch,9315.0,,,legitimate
zh.ch,9310.0,,,legitimate
jobkralle.ch,9281.0,,,legitimate
yifysubtitles.ch,9273.0,,,legitimate
ips.ch,9257.0,,,legitimate
uhutools.ch,9248.0,,,legitimate
locabee.ch,9244.0,,,legitimate
lesestoff.ch,9189.0,,,legitimate
firestorm.ch,9183.0,,,legitimate
timia.ch,9176.0,,,legitimate
valiant.ch,9146.0,,,legitimate
payot.ch,9146.0,,,legitimate
myrcm.ch,9145.0,,,legitimate
cryptonomist.ch,9141.0,,,legitimate
gutekueche.ch,9135.0,,,legitimate
ebibliomedia.ch,9134.0,,,legitimate
schiesser.ch,9127.0,,,legitimate
be.ch,9083.0,,,legitimate
nau.ch,9062.0,,,legitimate
open.ch,9054.0,,,legitimate
glamira.ch,9047.0,,,legitimate
indupro.ch,9047.0,,,legitimate
ticketcorner.ch,9039.0,,,legitimate
curaden-hosting.ch,9025.0,,,legitimate
alixon.ch,9013.0,,,legitimate
hepl.ch,8999.0,,,legitimate
scnat.ch,8998.0,,,legitimate
thothub.ch,8990.0,,,legitimate
swisstph.ch,8989.0,,,legitimate
velofactory.ch,8966.0,,,legitimate
zhdk.ch,8956.0,,,legitimate
opsserver.ch,8937.0,,,legitimate
netcetera-cloud-payment.ch,8926.0,,,legitimate
i4ds.ch,8914.0,,,legitimate
036.ch,8913.0,,,legitimate
kunstbulletin.ch,8898.0,,,legitimate
ringier-advertising.ch,8884.0,,,legitimate
dns-zonen.ch,8882.0,,,legitimate
berg-freunde.ch,8880.0,,,legitimate
comparis.ch,8875.0,,,legitimate
asphalte.ch,8872.0,,,legitimate
adidas.ch,8855.0,,,legitimate
salt.ch,8842.0,,,legitimate
movies.ch,8833.0,,,legitimate
klarstein.ch,8828.0,,,legitimate
i-web.ch,8825.0,,,legitimate
yelp.ch,8819.0,,,legitimate
zenvoo.ch,8815.0,,,legitimate
rea.ch,8815.0,,,legitimate
e-codices.ch,8799.0,,,legitimate
kanela.ch,8798.0,,,legitimate
geneva-academy.ch,8770.0,,,legitimate
mpod.ch,8761.0,,,legitimate
adzuna.ch,8727.0,,,legitimate
fih.ch,8722.0,,,legitimate
aipi.ch,8710.0,,,legitimate
hobbybrennen.ch,8707.0,,,legitimate
helpmedia.ch,8676.0,,,legitimate
kinderzimmershop.ch,8665.0,,,legitimate
engadin.ch,8656.0,,,legitimate
prolitteris.ch,8645.0,,,legitimate
biderundtanner.ch,8628.0,,,legitimate
sciencetool.ch,8626.0,,,legitimate
isoled.ch,8625.0,,,legitimate
swisstxt.ch,8603.0,,,legitimate
plakauto.ch,8600.0,,,legitimate
alloy.ch,8600.0,,,legitimate
solutionsit.ch,8592.0,,,legitimate
bpm.ch,8583.0,,,legitimate
ralphlauren.ch,8583.0,,,legitimate
unepgrid.ch,8576.0,,,legitimate
eventfrog.ch,8570.0,,,legitimate
finanzen.ch,8553.0,,,legitimate
envidat.ch,8541.0,,,legitimate
codelabs.ch,8537.0,,,legitimate
postfinance.ch,8536.0,,,legitimate
rsnweb.ch,8533.0,,,legitimate
swissfilms.ch,8511.0,,,legitimate
genotec.ch,8504.0,,,legitimate
renenyffenegger.ch,8494.0,,,legitimate
scsstatic.ch,8494.0,,,legitimate
datacareer.ch,8490.0,,,legitimate
tutti.ch,8461.0,,,legitimate
timbertown.ch,8459.0,,,legitimate
senselan.ch,8427.0,,,legitimate
ragfair.ch,8426.0,,,legitimate
layup.ch,8424.0,,,legitimate
e-periodica.ch,8422.0,,,legitimate
oris.ch,8417.0,,,legitimate
stzh.ch,8387.0,,,legitimate
pcdog.ch,8385.0,,,legitimate
mofapower.ch,8374.0,,,legitimate
castellinaria.ch,8350.0,,,legitimate
saemereien.ch,8336.0,,,legitimate
waren-treuhand.ch,8284.0,,,legitimate
sony.ch,8276.0,,,legitimate
hostmax.ch,8272.0,,,legitimate
opsone-analytics.ch,8267.0,,,legitimate
perennialte.ch,8264.0,,,legitimate
llaun.ch,8246.0,,,legitimate
cdi.ch,8238.0,,,legitimate
suedostschweiz.ch,8235.0,,,legitimate
vsnet.ch,8233.0,,,legitimate
glaro.ch,8231.0,,,legitimate
pneutiefpreis.ch,8205.0,,,legitimate
getback.ch,8168.0,,,legitimate
abtei-muri.ch,8150.0,,,legitimate
watchtime.ch,8134.0,,,legitimate
hes-so.ch,8120.0,,,legitimate
haar-shop.ch,8111.0,,,legitimate
raq.ch,8106.0,,,legitimate
kofferexpress24.ch,8104.0,,,legitimate
finews.ch,8103.0,,,legitimate
ne.ch,8084.0,,,legitimate
basler-beauty.ch,8071.0,,,legitimate
energyscope.ch,8067.0,,,legitimate
tdg.ch,8061.0,,,legitimate
ctekns.ch,8036.0,,,legitimate
wog.ch,8027.0,,,legitimate
kayak.ch,8006.0,,,legitimate
ehl.ch,7998.0,,,legitimate
ungleich.ch,7997.0,,,legitimate
steinertriples.ch,7994.0,,,legitimate
mistergrip.ch,7993.0,,,legitimate
swisscollections.ch,7980.0,,,legitimate
hostkonzept.ch,7975.0,,,legitimate
nhost.ch,7964.0,,,legitimate
netrics.ch,7963.0,,,legitimate
reggaefever.ch,7962.0,,,legitimate
yoga-artikel.ch,7961.0,,,legitimate
nuth.ch,7958.0,,,legitimate
wfcc.ch,7955.0,,,legitimate
douglas.ch,7947.0,,,legitimate
kreando.ch,7946.0,,,legitimate
whls.ch,7934.0,,,legitimate
orcwebhosting.ch,7933.0,,,legitimate
prodimex.ch,7930.0,,,legitimate
vendex.ch,7929.0,,,legitimate
digitecgalaxus.ch,7912.0,,,legitimate
weblaw.ch,7884.0,,,legitimate
escola.ch,7883.0,,,legitimate
medcode.ch,7843.0,,,legitimate
e-newspaperarchives.ch,7835.0,,,legitimate
pekabo.ch,7829.0,,,legitimate
bues.ch,7814.0,,,legitimate
boomte.ch,7800.0,,,legitimate
algabre.ch,7785.0,,,legitimate
gestocigars.ch,7776.0,,,legitimate
marko.ch,7775.0,,,legitimate
studioctrl.ch,7775.0,,,legitimate
masterhomepage.ch,7771.0,,,legitimate
bindella.ch,7768.0,,,legitimate
badenbasket.ch,7763.0,,,legitimate
ifj.ch,7763.0,,,legitimate
proton.ch,7761.0,,,legitimate
bbcom.ch,7750.0,,,legitimate
realadvisor.ch,7729.0,,,legitimate
ticketmaster.ch,7723.0,,,legitimate
stray.ch,7711.0,,,legitimate
aargauerzeitung.ch,7699.0,,,legitimate
sfs-network.ch,7697.0,,,legitimate
wetteronline.ch,7679.0,,,legitimate
inware.ch,7678.0,,,legitimate
axa.ch,7668.0,,,legitimate
pwlan.ch,7666.0,,,legitimate
aerien.ch,7661.0,,,legitimate
americanairlines.ch,7651.0,,,legitimate
xiag.ch,7641.0,,,legitimate
driftbikeshop.ch,7610.0,,,legitimate
jobscout24.ch,7602.0,,,legitimate
sogomail.ch,7602.0,,,legitimate
blckbn.ch,7598.0,,,legitimate
nerdpol.ch,7598.0,,,legitimate
fr.ch,7596.0,,,legitimate
siw.ch,7587.0,,,legitimate
t-systems.ch,7583.0,,,legitimate
pro-pickleball.ch,7582.0,,,legitimate
streetdir.ch,7579.0,,,legitimate
anibis.ch,7577.0,,,legitimate
officeworld.ch,7576.0,,,legitimate
hefr.ch,7572.0,,,legitimate
avisdexperts.ch,7568.0,,,legitimate
alteme.ch,7567.0,,,legitimate
strom.ch,7565.0,,,legitimate
sbid.ch,7560.0,,,legitimate
blogspot.ch,7560.0,,,legitimate
fpvracing.ch,7553.0,,,legitimate
oright-swiss.ch,7524.0,,,legitimate
static-nzz.ch,7517.0,,,legitimate
momondo.ch,7513.0,,,legitimate
geneve.ch,7504.0,,,legitimate
workmaster.ch,7504.0,,,legitimate
naval.ch,7504.0,,,legitimate
freedive-thurgau.ch,7502.0,,,legitimate
lehmanns.ch,7496.0,,,legitimate
schulen-stadtsh.ch,7493.0,,,legitimate
ham-radio.ch,7492.0,,,legitimate
wuerth-ag.ch,7491.0,,,legitimate
ganesh-hosting.ch,7476.0,,,legitimate
chuv.ch,7458.0,,,legitimate
adh-geneve.ch,7452.0,,,legitimate
audioessence.ch,7442.0,,,legitimate
snv.ch,7429.0,,,legitimate
stretta-music.ch,7421.0,,,legitimate
theswissbay.ch,7421.0,,,legitimate
insel.ch,7419.0,,,legitimate
hobbyshop.ch,7418.0,,,legitimate
ruh.ch,7400.0,,,legitimate
host.ch,7392.0,,,legitimate
icinternet.ch,7389.0,,,legitimate
card2brain.ch,7388.0,,,legitimate
muau.ch,7374.0,,,legitimate
syhost.ch,7373.0,,,legitimate
protonvpn.ch,7369.0,,,legitimate
onlime.ch,7347.0,,,legitimate
politas.ch,7334.0,,,legitimate
fitmarket.ch,7325.0,,,legitimate
dodis.ch,7317.0,,,legitimate
l3d.ch,7313.0,,,legitimate
eurospider.ch,7312.0,,,legitimate
centinated.ch,7301.0,,,legitimate
zeit-fragen.ch,7298.0,,,legitimate
flashcable.ch,7296.0,,,legitimate
faelix.ch,7290.0,,,legitimate
huberlab.ch,7288.0,,,legitimate
gotdns.ch,7284.0,,,legitimate
electronic-star.ch,7281.0,,,legitimate
smoke4less.ch,7268.0,,,legitimate
dssr.ch,7268.0,,,legitimate
chezgrisoni.ch,7267.0,,,legitimate
datapark.ch,7260.0,,,legitimate
danzz.ch,7257.0,,,legitimate
itship.ch,7256.0,,,legitimate
woody.ch,7238.0,,,legitimate
innet.ch,7213.0,,,legitimate
vtxmail.ch,7206.0,,,legitimate
sac-cas.ch,7206.0,,,legitimate
epos.ch,7205.0,,,legitimate
netoxygen.ch,7203.0,,,legitimate
wingo.ch,7200.0,,,legitimate
elexikon.ch,7198.0,,,legitimate
mystically.ch,7188.0,,,legitimate
education21.ch,7186.0,,,legitimate
web-agentur.ch,7185.0,,,legitimate
pschuetz.ch,7182.0,,,legitimate
kalaidos-fh.ch,7179.0,,,legitimate
jobup.ch,7172.0,,,legitimate
ticino.ch,7144.0,,,legitimate
obergassbuecher.ch,7126.0,,,legitimate
cash.ch,7118.0,,,legitimate
made-easy.ch,7113.0,,,legitimate
dns-cloud.ch,7105.0,,,legitimate
yousty.ch,7094.0,,,legitimate
fognet.ch,7093.0,,,legitimate
hevs.ch,7091.0,,,legitimate
nexanet.ch,7089.0,,,legitimate
bohny.ch,7083.0,,,legitimate
meteonews.ch,7074.0,,,legitimate
fhvi.ch,7074.0,,,legitimate
zurich.ch,7071.0,,,legitimate
deckpoint.ch,7060.0,,,legitimate
virtualtec.ch,7057.0,,,legitimate
addictionsuisse.ch,7056.0,,,legitimate
myhostpoint.ch,7049.0,,,legitimate
alaarm.ch,7048.0,,,legitimate
appuser.ch,7045.0,,,legitimate
evok.ch,7030.0,,,legitimate
orellfuessli.ch,6998.0,,,legitimate
edox.ch,6996.0,,,legitimate
1advd.ch,6993.0,,,legitimate
lematin.ch,6989.0,,,legitimate
bweb.ch,6987.0,,,legitimate
services-infra.ch,6987.0,,,legitimate
qos.ch,6976.0,,,legitimate
emilfrey.ch,6966.0,,,legitimate
arcade.ch,6950.0,,,legitimate
servicehoster.ch,6949.0,,,legitimate
houseofsound.ch,6945.0,,,legitimate
eduid.ch,6940.0,,,legitimate
sonar.ch,6936.0,,,legitimate
upc.ch,6931.0,,,legitimate
infoclio.ch,6931.0,,,legitimate
kollerauktionen.ch,6928.0,,,legitimate
wootly.ch,6924.0,,,legitimate
lfi.ch,6902.0,,,legitimate
mister-auto.ch,6888.0,,,legitimate
everythingforfootball.ch,6887.0,,,legitimate
digitale-gesellschaft.ch,6887.0,,,legitimate
internetone.ch,6865.0,,,legitimate
css.ch,6863.0,,,legitimate
srg-ssr.ch,6858.0,,,legitimate
meteoswiss.ch,6852.0,,,legitimate
gczforum.ch,6842.0,,,legitimate
gowest-store.ch,6831.0,,,legitimate
patrinum.ch,6823.0,,,legitimate
buecherladen-appenzell.ch,6817.0,,,legitimate
interhome.ch,6816.0,,,legitimate
4teamwork.ch,6808.0,,,legitimate
flixbus.ch,6806.0,,,legitimate
studiosounds.ch,6806.0,,,legitimate
cs2.ch,6799.0,,,legitimate
puffplus.ch,6798.0,,,legitimate
heldef.ch,6794.0,,,legitimate
trottet.ch,6779.0,,,legitimate
24heures.ch,6778.0,,,legitimate
crans-montana.ch,6771.0,,,legitimate
zvv.ch,6769.0,,,legitimate
prospective.ch,6762.0,,,legitimate
motogoodeal.ch,6761.0,,,legitimate
kicker.ch,6761.0,,,legitimate
magasindepeinture.ch,6753.0,,,legitimate
rollis-rezepte.ch,6752.0,,,legitimate
idiap.ch,6739.0,,,legitimate
onebyte.ch,6735.0,,,legitimate
eunet.ch,6734.0,,,legitimate
aesag.ch,6733.0,,,legitimate
vshn.ch,6732.0,,,legitimate
myebooks.ch,6726.0,,,legitimate
medicusmundi.ch,6726.0,,,legitimate
msys.ch,6726.0,,,legitimate
concertopro.ch,6721.0,,,legitimate
mamsell.ch,6719.0,,,legitimate
vorhangbox.ch,6718.0,,,legitimate
glei.ch,6713.0,,,legitimate
datasource.ch,6712.0,,,legitimate
mylittleroom.ch,6706.0,,,legitimate
lib4ri.ch,6705.0,,,legitimate
hcuge.ch,6703.0,,,legitimate
banana.ch,6703.0,,,legitimate
o2swit.ch,6690.0,,,legitimate
images-atmospheres.ch,6679.0,,,legitimate
madlan.ch,6646.0,,,legitimate
swisstennis.ch,6646.0,,,legitimate
internetgalerie.ch,6646.0,,,legitimate
dermalogica.ch,6644.0,,,legitimate
trivago.ch,6640.0,,,legitimate
peterhug.ch,6635.0,,,legitimate
lyla.ch,6633.0,,,legitimate
underarmour.ch,6631.0,,,legitimate
rcv.ch,6630.0,,,legitimate
schaefer-shop.ch,6628.0,,,legitimate
tamedia.ch,6626.0,,,legitimate
werchzueglade.ch,6620.0,,,legitimate
inventec.ch,6618.0,,,legitimate
e-rara.ch,6611.0,,,legitimate
stepping-stone.ch,6599.0,,,legitimate
luzernerzeitung.ch,6595.0,,,legitimate
peter-hug.ch,6590.0,,,legitimate
e-manuscripta.ch,6587.0,,,legitimate
hiho.ch,6583.0,,,legitimate
localsearch.ch,6576.0,,,legitimate
ag.ch,6572.0,,,legitimate
gettyimages.ch,6571.0,,,legitimate
piratenpartei.ch,6566.0,,,legitimate
yop.ch,6565.0,,,legitimate
bikebox.ch,6565.0,,,legitimate
killerinktattoo.ch,6564.0,,,legitimate
luanti.ch,6559.0,,,legitimate
rhb.ch,6554.0,,,legitimate
venturekick.ch,6548.0,,,legitimate
sceur.ch,6541.0,,,legitimate
heks.ch,6539.0,,,legitimate
dvbern.ch,6531.0,,,legitimate
ebookers.ch,6529.0,,,legitimate
bazonline.ch,6515.0,,,legitimate
dasanderekind.ch,6513.0,,,legitimate
opitec.ch,6511.0,,,legitimate
true-rebel.ch,6508.0,,,legitimate
zebis.ch,6507.0,,,legitimate
audatex.ch,6499.0,,,legitimate
mercateo.ch,6486.0,,,legitimate
bernerzeitung.ch,6484.0,,,legitimate
ahja.ch,6482.0,,,legitimate
buchsuch.ch,6480.0,,,legitimate
tcs.ch,6474.0,,,legitimate
tio.ch,6472.0,,,legitimate
abacuscity.ch,6472.0,,,legitimate
dema.ch,6471.0,,,legitimate
experteer.ch,6470.0,,,legitimate
edreams.ch,6450.0,,,legitimate
agroscope.ch,6447.0,,,legitimate
sctv.ch,6443.0,,,legitimate
networking.ch,6439.0,,,legitimate
fooby.ch,6433.0,,,legitimate
swissquote.ch,6428.0,,,legitimate
supsi.ch,6422.0,,,legitimate
datacomm.ch,6422.0,,,legitimate
twinkl.ch,6421.0,,,legitimate
uhrenschmuck24.ch,6414.0,,,legitimate
webwiki.ch,6409.0,,,legitimate
graubuenden.ch,6383.0,,,legitimate
netwichtig.ch,6375.0,,,legitimate
adslpremium.ch,6369.0,,,legitimate
motoscout24.ch,6364.0,,,legitimate
starship-factory.ch,6360.0,,,legitimate
vs.ch,6357.0,,,legitimate
mahmah.ch,6348.0,,,legitimate
graduateinstitute.ch,6339.0,,,legitimate
trovas.ch,6329.0,,,legitimate
handelszeitung.ch,6325.0,,,legitimate
sat-online.ch,6323.0,,,legitimate
1000ps.ch,6323.0,,,legitimate
z-hosting.ch,6312.0,,,legitimate
clarence.ch,6312.0,,,legitimate
kath-zdw.ch,6307.0,,,legitimate
jtbank.ch,6307.0,,,legitimate
bs.ch,6306.0,,,legitimate
restaurant-ranglisten.ch,6302.0,,,legitimate
fenaco.ch,6298.0,,,legitimate
bcv.ch,6294.0,,,legitimate
republik.ch,6291.0,,,legitimate
tg.ch,6286.0,,,legitimate
atlasholz.ch,6286.0,,,legitimate
winterthur.ch,6269.0,,,legitimate
byteworks.ch,6264.0,,,legitimate
apgsga.ch,6258.0,,,legitimate
basler.ch,6256.0,,,legitimate
africanplantdatabase.ch,6243.0,,,legitimate
allnews.ch,6230.0,,,legitimate
swiss-support.ch,6226.0,,,legitimate
simplehosting.ch,6224.0,,,legitimate
bts-motorradteile.ch,6222.0,,,legitimate
babyone.ch,6216.0,,,legitimate
qlnet.ch,6203.0,,,legitimate
gear4music.ch,6197.0,,,legitimate
rc-timing.ch,6189.0,,,legitimate
wawidns.ch,6169.0,,,legitimate
glattnet.ch,6167.0,,,legitimate
protontech.ch,6162.0,,,legitimate
gia.ch,6157.0,,,legitimate
posmotre.ch,6156.0,,,legitimate
sg.ch,6153.0,,,legitimate
die-quelle.ch,6145.0,,,legitimate
maschinensucher.ch,6130.0,,,legitimate
ch.ch,6128.0,,,legitimate
swisslos.ch,6127.0,,,legitimate
ab-in-den-urlaub.ch,6124.0,,,legitimate
passionparts.ch,6119.0,,,legitimate
disentis-sedrun.ch,6115.0,,,legitimate
hls-dhs-dss.ch,6115.0,,,legitimate
atlasderschweiz.ch,6114.0,,,legitimate
thomannmusic.ch,6112.0,,,legitimate
exenti.ch,6108.0,,,legitimate
koffer-schweiz.ch,6107.0,,,legitimate
e-readers.ch,6104.0,,,legitimate
pocketpc.ch,6101.0,,,legitimate
adot.ch,6099.0,,,legitimate
point.ch,6088.0,,,legitimate
mueller-spring.ch,6084.0,,,legitimate
chimia.ch,6078.0,,,legitimate
nscluster.ch,6076.0,,,legitimate
zkb.ch,6075.0,,,legitimate
meteoswiss-app.ch,6072.0,,,legitimate
snb.ch,6065.0,,,legitimate
metal-badge.ch,6045.0,,,legitimate
pixers.ch,6042.0,,,legitimate
tcnet.ch,6037.0,,,legitimate
lausanne.ch,6034.0,,,legitimate
musta.ch,6033.0,,,legitimate
sys4.ch,6023.0,,,legitimate
glassdoor.ch,6023.0,,,legitimate
viseca.ch,6021.0,,,legitimate
myparfum24.ch,6015.0,,,legitimate
twint.ch,6011.0,,,legitimate
nordichaus.ch,6002.0,,,legitimate
hesge.ch,5996.0,,,legitimate
permaleads.ch,5990.0,,,legitimate
gastroranking.ch,5988.0,,,legitimate
heig-vd.ch,5985.0,,,legitimate
expedia.ch,5985.0,,,legitimate
beckert.ch,5971.0,,,legitimate
creants.ch,5963.0,,,legitimate
seppmail.ch,5947.0,,,legitimate
sweets.ch,5946.0,,,legitimate
grafik-werkstatt.ch,5945.0,,,legitimate
pascalsommer.ch,5945.0,,,legitimate
staempflirecht.ch,5943.0,,,legitimate
benando.ch,5943.0,,,legitimate
nth.ch,5943.0,,,legitimate
alfavin.ch,5935.0,,,legitimate
deplanet.ch,5926.0,,,legitimate
flow.ch,5925.0,,,legitimate
meteobox.ch,5921.0,,,legitimate
schweizer-illustrierte.ch,5916.0,,,legitimate
redcare-apotheke.ch,5913.0,,,legitimate
flughafen-zuerich.ch,5898.0,,,legitimate
abaservices.ch,5896.0,,,legitimate
